text,label
"['stay', 'hotel', 'amar', 'lebak', 'bene', 'kuta', 'bener', 'nyaman', 'harga', 'jangkau', 'letak', 'strategis', 'layan', 'hotel', 'pegawai', 'ramah', 'uang', 'keluar', 'banding', 'terima', 'sisi', 'positif', 'harga', 'murah', 'layan', 'dapat', 'next', 'cari', 'hotel', 'amar', 'nyaman']",1
"['telpon', 'kamar', 'lemari', 'kamar', 'minibar', 'kamar', 'kurang', 'nyaman', 'kamar']",1
"['hotel', 'lokasi', 'strategis', 'pusat', 'ramai', 'legi', 'kondisi', 'tenang', 'asri', 'staff', 'ramah', 'room', 'bersih', 'nyaman', 'sarap', 'pilih', 'enak', 'komplain', 'hotel', 'rekomendasi', 'bal', 'keluarga', 'inap', 'hotel', 'pilih', 'terima', 'kasih', 'white', 'rose']",1
"['layan', 'bagus', 'kamar', 'makan', 'bsa', 'destinasi', 'hotel', 'keluarga', 'libur', 'malang']",1
"['mas', 'mbk', 'hotel', 'dafam', 'fortuna', 'ramah', 'tamu', 'welcome', 'drink', 'es', 'uwuh', 'infus', 'water', 'swegerrrrr', 'swimming', 'pool', 'kece', 'bar', 'jg', 'kamar', 'nyaman', 'banget', 'deket', 'banget', 'malioboro']",1
"['hotel', 'bagus', 'lokasi', 'strategis', 'tugas', 'ramah', 'peka', 'baruembersihkan', 'kamar']",1
"['ok', 'ac', 'kamar', 'dingin', 'sejuk', 'tulis', 'saran', 'check', 'out']",1
"['bersih', 'lantai', 'lift', 'lantai', 'tingkat', 'cek', 'sensitivitas', 'ard', 'door', 'access', 'kali', 'masuk', 'kamar', 'swipe']",1
"['puas', 'fasilitas', 'sedia', 'hotel', 'jaring', 'internet', 'baik', 'stabil']",1
"['lokasi', 'ok', 'nyaman', 'kamar', 'luas', 'jual', 'makan', 'jalan', 'dagen', 'kesana', 'long', 'week', 'end', 'harga']",1
"['blower', 'kamar', 'mandi', 'room', 'fungsi', 'mandi', 'air', 'hangat', 'asap', 'microwave', 'sedia', 'kamar', 'fungsi']",1
"['bagus', 'mesan', 'hotel', 'serta', 'sarap', 'pagi', 'nyata', 'sarap', 'pagi']",1
"['hotel', 'bersih', 'kamar', 'luas', 'kamar', 'mandi', 'bersih', 'lokasi', 'pinggir', 'jalan', 'protokol', 'strategis', 'angkut', 'mudah', 'sarap', 'tarik', 'pilih', 'priceservice', 'murah', 'hotel', 'lokasi', 'strategis']",1
"['kelas', 'hotel', 'budget', 'fasilitas', 'layan', 'muas', 'tambah', 'lokasi', 'pusat', 'bisnis', 'hibur']",1
"['tunggu', 'kuncisarapan', 'pagi', 'area', 'kelapa', 'gading', 'hotel', 'bintang', 'sarap', 'warteq', 'asin', 'hambar']",1
"['bersih', 'kamar', 'rapi', 'pusat', 'belanja', 'halte', 'trans', 'jakarta', 'strategis', 'bisnis', 'belanja']",1
"['bagus', 'tenang', 'nyaman', 'tinggal', 'terima', 'kasih', 'orang', 'layan', 'tamu', 'nilai', 'bintang', 'sedia']",1
"['ruang', 'bersih', 'nyaman', 'suka', 'makan', 'saji', 'sarap', 'ruang', 'lift']",1
"['lokasi', 'strategis', 'malioboro', 'tugas', 'ramah', 'menu', 'breakfast', 'enakenak', 'salah', 'pilih', 'dafam', 'fortuna', 'jogja']",1
"['kamar', 'sih', 'ngga', 'lokasi', 'suasana', 'bersih', 'kenyamanandan', 'aman', 'mantap', 'security', 'ramah']",1
"['kali', 'inap', 'citihub', 'kesan', 'nyaman', 'kamar', 'tata', 'apik', 'lapang', 'harga', 'jangkau', 'lokasi', 'mall', 'panakkukang', 'pasar', 'segar', 'transportasi', 'lancar', 'suka', 'inap', 'hotel']",1
"['layan', 'ramah', 'suasana', 'nyaman', 'fasilitas', 'keluarga', 'betah', 'inap', 'terima', 'kasih', 'traveloka', 'referensi', 'hotel', 'murah']",1
"['kurang', 'diar', 'televisi', 'gambar', 'jernih']",1
"['hotel', 'bagus', 'bersih', 'mewah', 'harga', 'mudah', 'naik', 'harga']",1
"['hotel', 'nyaman', 'sesuai', 'anggar', 'kamar', 'nyaman', 'staf', 'ramah', 'bantu', 'fasilitas', 'bagus', 'hotel', 'mudah', 'temu', 'makan', 'rekomendasi']",1
"['layan', 'bagus', 'friendly', 'tempat', 'bersih', 'nyaman', 'lokasi', 'strategis', 'pusat', 'kuliner', 'malam', 'overall', 'good', 'sesuai', 'tarif']",1
"['tempat', 'enak', 'bersih', 'nyaman', 'harga', 'bagus', 'lingkung', 'pilih', 'makan', 'kopi', 'dar', 'indomie']",1
"['layan', 'bagus', 'ramah', 'kamar', 'kotor', 'rambut', 'dimn', 'fasilitas', 'tuk', 'bintang', 'sesuai', 'urgent', 'lamayan', 'thanks']",1
"['kamar', 'hotel', 'bersih', 'kamar', 'mandi', 'bersih', 'layan', 'staf', 'hotel', 'ramah', 'lokasi', 'mall', 'makan', 'enak', 'parkir', 'aman', 'harga', 'jangkau', 'puas']",1
"['layan', 'ramah', 'lingkung', 'bersih', 'benarbenar', 'stay', 'nyaman', 'recommended', 'banget', 'ken', 'cari', 'inap', 'nyaman', 'murah']",1
"['so', 'far', 'layan', 'fasilitas', 'jg', 'pada', 'fungsi', 'breakfastnya', 'variatif', 'lokasi', 'strategis', 'bagus']",1
"['bagus', 'bersih', 'ramah', 'lokasi', 'juara', 'sarap', 'pagi', 'mantap', 'jujur', 'nendang', 'satpam', 'ramah']",1
"['hotel', 'oke', 'kota', 'kemanamana', 'makan', 'kemarin', 'ac', 'kamar', 'dingin', 'akhrnya', 'komplain', 'hotel', 'bana']",1
"['hotel', 'bersih', 'kamar', 'bersih', 'ramah', 'start', 'kurang', 'kolam', 'renang', 'anakanak', 'lebih', 'oke']",1
"['letak', 'strategis', 'mudah', 'manamana', 'layan', 'bagus', 'hotel', 'bersih', 'luas', 'kamar', 'pas', 'nginap', 'kmrn', 'rombong', 'tamu', 'keluarga', 'ngobrol', 'berisik', 'jelang', 'pagi']",1
"['kamar', 'bersih', 'makan', 'enak', 'pas', 'sambut', 'resepsionis', 'tanggap', 'ramah', 'tugas', 'ramahramah']",1
"['lokasi', 'pas', 'taman', 'bungkul', 'and', 'kota', 'makan', 'mudah', 'mana', 'hotel', 'nyaman']",1
"['bagus', 'sarap', 'enak', 'checkin', 'nunggu', 'siap', 'extra', 'bed', 'lebih', 'oke']",1
"['bagus', 'rapi', 'nyaman', 'bersihwangiwifi', 'ngebut', 'kurang', 'kamar', 'isi', 'baterai', 'handphone', 'gabung', 'tv']",1
"['layan', 'muas', 'fasilitas', 'muas', 'kterangan', 'panggil', 'office', 'boy', 'kamar']",1
"['bagus', 'recommend', 'layan', 'super', 'ramah', 'security', 'sigap', 'ramah', 'fasilitasfasilitiasnya', 'oke', 'makan', 'oke', 'next', 'kalong', 'inap', 'pesonna', 'hotel', 'kalong', 'oh', 'iya', 'sandal', 'kemarin', 'room']",1
"['bersih', 'kenyam', 'kamar', 'lokasi', 'harga', 'layan', 'hotel', 'staf', 'jujur', 'ulang', 'inap', 'same', 'hotel']",1
"['fronliner', 'aware', 'antri', 'make', 'it', 'faster', 'assign', 'orang', 'tugas', 'peak', 'hour', 'bangkrut', 'all', 'is', 'perfect', 'kamar', 'bersih', 'luas', 'cozy']",1
"['hotel', 'indah', 'pegawai', 'sana', 'ramah', 'bantu', 'cepat', 'layan', 'muas', 'sarap', 'menu', 'gitugitu']",1
"['harga', 'jangkau', 'lokasi', 'kota', 'kalong', 'mudah', 'akses', 'mana', 'perlu', 'belanja', 'kuliner', 'bank']",1
"['hotel', 'rapi', 'bersih', 'puas', 'kecuali', 'makan', 'sajakurangtapi', 'hotel']",1
"['parkir', 'kolam', 'renang', 'kamar', 'ukur', 'standar', 'sarap', 'variasi', 'layan', 'ramahramah', 'lokasi', 'strategis']",1
"['overall', 'oke', 'room', 'makan', 'pelayanandeket', 'malioboro', 'jalan', 'kaki', 'santai', 'udah', 'sampaikolam', 'renang', 'bagus', 'bersih', 'viewnya', 'dapetrecommended', 'guys']",1
"['hotel', 'nampak', 'interior', 'meja', 'kamar', 'model', 'overall', 'good', 'nyaman', 'lokasi', 'strategis']",1
"['layan', 'bagus', 'ramah', 'bersih', 'hotel', 'kamar', 'oke', 'menu', 'makan', 'breakfast', 'gk', 'kembang', 'tp', 'at', 'least', 'cocok', 'dar', 'sarap', 'mana', 'orang', 'makan']",1
"['kamar', 'bersih', 'tair', 'panas', 'dingin', 'tersediaskloset', 'bersih', 'fungsi', 'terang', 'minim', 'dichannel', 'tv', 'lengkap', 'gambar', 'bersih', 'dingin', 'bising', 'suasana', 'tenang', 'receptionist', 'ramah', 'bantu', 'informasi', 'angkut', 'bandarallokasi', 'pusat', 'kota']",1
"['hotel', 'bersih', 'layan', 'ramah', 'makan', 'restoran', 'onyx', 'nasi', 'goreng', 'kampoengnya', 'enak']",1
"['inap', 'malam', 'keluarga', 'mama', 'kesan', 'lobby', 'hotel', 'hotel', 'bersih', 'berdesign', 'modern', 'minimal', 'proses', 'checkin', 'cepat', 'kamar', 'luas', 'nyaman', 'acnya', 'dingin', 'suka', 'kamar', 'dingin', 'kamar', 'mandi', 'bersih', 'luas', 'sarap', 'menu', 'variatif', 'enak', 'staf', 'ramah', 'and', 'helpful', 'travello', 'hotel', 'arah', 'lembang', 'mainmain', 'daerah', 'wisata', 'lembang', 'travello', 'hotel', 'pilih', 'baik', 'bandung', 'hotel']",1
"['kali', 'malam', 'harga', 'room', 'jangkau', 'servis', 'lumayan', 'bagus', 'harga', 'segitu', 'breakfast', 'lumayan']",1
"['hotel', 'oke', 'banget', 'shower', 'ac', 'kamar', 'kamar', 'mandi', 'puas', 'recommended']",1
"['hotel', 'pesonna', 'letak', 'strategis', 'kota', 'kalong', 'alunalun', 'mesjid', 'jam', 'kampung', 'batik', 'kaum', 'kamar', 'sedia', 'lengkap', 'shalat', 'kondisi', 'kamar', 'libur', 'senang', 'kota', 'kalong']",1
"['hotel', 'staf', 'hotel', 'ramah', 'lengkap', 'mandi', 'hotel', 'layak']",1
"['karyawan', 'ramah', 'layan', 'kamar', 'muas', 'bagus', 'perhati', 'sabun', 'sampoo', 'tissue', 'kamar', 'mandi']",1
"['keluarga', 'puas', 'layan', 'bersih', 'nyaman', 'hotel', 'lokasi', 'jalan', 'raya', 'utama', 'makan', 'sahur', 'lumayan', 'enak', 'kurang', 'sikat', 'gigi', 'sedia', 'mes', 'kamar', 'orang', 'handuk', 'ganti', 'warna', 'putih', 'kusam', 'sayang', 'kolam', 'renang', 'lahan', 'parkir', 'luas', 'overall', 'suka', 'next', 'time', 'inap', 'keluarga']",1
"['bersih', 'kemas', 'milik', 'istirahat', 'temu', 'harga', 'lokasi']",1
"['ac', 'pipa', 'air', 'sarap', 'buah', 'jus', 'buah', 'omelet', 'saji']",1
"['kamar', 'bersih', 'rapi', 'layan', 'ok', 'banget', 'lokasi', 'hotel', 'pusat', 'kota', 'mall', 'makan', 'enak', 'menu', 'lumayan']",1
"['hotel', 'luas', 'nyaman', 'bersih', 'makan', 'enak', 'layan', 'ramah', 'kolam', 'tenang', 'rooftop']",1
"['kamar', 'bagus', 'nyaman', 'terima', 'kasih', 'kapankapan', 'kesini', 'suka', 'layan', 'karyawan', 'lakilaki', 'difable', 'orang', 'cekat', 'ramah', 'hebat', 'hotel', 'hotel', 'terima', 'karyawan', 'difable', 'salut', 'moga', 'usaha', 'contoh', 'hotel']",1
"['akses', 'layan', 'layan']",1
"['kamar', 'luas', 'keluarga', 'pas', 'harga', 'jangkau', 'hotel', 'halte', 'busway', 'bantu', 'akses', 'pergi']",1
"['inap', 'kali', 'sistem', 'deposit', 'deposit', 'ribu', 'suka', 'lokasi', 'strategis', 'fasilitas', 'kamar', 'bagus', 'nyaman', 'alat', 'buat', 'kopi', 'teh', 'bocor', 'mohon', 'perhati']",1
"['hotel', 'bagus', 'harga', 'terjnagkau', 'letak', 'strategis', 'malioboro', 'sarap', 'enak', 'byk', 'pilih', 'mie', 'jowo', 'rebus', 'maknyuss', 'staff', 'friendly', 'next', 'yogya', 'dafam', 'penting', 'area', 'parkir', 'and', 'aman']",1
"['hotel', 'pusat', 'kota', 'tenang', 'kamar', 'bersih', 'toilet', 'bersih', 'menu', 'sahur', 'bervariasikaryawan', 'hotel', 'ramahpuas', 'inap', 'lift', 'pake', 'card', 'ribet']",1
"['senang', 'inap', 'bnb', 'jakarta', 'lokasi', 'mal', 'restoran', 'bar', 'lainlain', 'mudah', 'perhati', 'mobil', 'restoran', 'saji', 'makan', 'enak']",1
"['nyaman', 'aman', 'bersih', 'harga', 'jangkau', 'inap', 'hotel', 'arwana', 'tinggal', 'rumah']",1
"['harga', 'murah', 'traveloka', 'layan', 'baik', 'standart', 'penuh', 'nyaman', 'hotel', 'saran', 'tambah', 'pagar', 'parkir', 'jaga', 'privacy', 'kendara', 'bawa']",1
"['layan', 'checkin', 'cepat', 'kamar', 'sesuai', 'pesan', 'viewnya', 'bagus', 'breakfast', 'pilih', 'koneksi', 'internetnya', 'lambat', 'bawa', 'anak', 'bayi', 'jet', 'shower']",1
"['bagus', 'kamar', 'luas', 'bersih', 'makan', 'enakenak', 'lengkap', 'pagi', 'dingin', 'banget', 'jam', 'sinar', 'matahari', 'parkir', 'batas', 'atur']",1
"['bersih', 'nyaman', 'makan', 'pilih', 'sarap', 'bagus', 'tarif', 'bagus']",1
"['layan', 'responnya', 'tamu', 'oke', 'ruang', 'kamar', 'bersih', 'rapi', 'menu', 'makan', 'pagi', 'lumayan', 'enak', 'pilih', 'lokasi', 'strategis']",1
"['hotel', 'lokasi', 'kota', 'vasilitas', 'layan', 'ok', 'harga', 'standart', 'cocok', 'bisnis', 'libur', 'keluarga']",1
"['recommended', 'hotel', 'layan', 'bersih', 'fasilitas', 'hotel', 'perfecto', 'makan', 'lumayan', 'komplet', 'khas', 'jawa', 'asi', 'western']",1
"['strategis', 'malioboro', 'hotel', 'malioboro', 'murah', 'spreibedcover', 'noda', 'bersih', 'makan', 'resto', 'lumayan', 'variasi', 'transpotasi', 'becak', 'berangkat', 'murah', 'check', 'out', 'langsung', 'dimahalin', 'berlipatlipat', 'jalan', 'kaki', 'bawa', 'barang', 'halte', 'lumayan']",1
"['refreshing', 'istirahat', 'keluarga', 'nyaman', 'letak', 'pusat', 'kota', 'pandang', 'kota', 'banjarmasin', 'malam', 'nampak', 'indah']",1
"['kali', 'mampir', 'the', 'sidji', 'puas', 'layan', 'pegawai', 'sopan', 'kamar', 'bersih', 'kamar', 'sesuai', 'detail', 'foto', 'lokasi', 'alunalun', 'tokotoko', 'batik', 'kurang', 'lahan', 'parkir', 'spot', 'enak', 'sore', 'arah', 'basementasi']",1
"['kamar', 'bersih', 'tempat', 'cozy', 'bagus', 'fotofoto', 'receptionistnya', 'antik', 'kolam', 'renang', 'cocok', 'anakanak', 'lokasi', 'strategis', 'alunalun', 'menu', 'buffet', 'sarap', 'enak', 'variasi', 'gym', 'lumayan', 'olahraga', 'kurang', 'handuk', 'kusam', 'pintu', 'kamar', 'mandi', 'seret', 'keran', 'air', 'pas', 'pasang', 'kamar', 'kamar', 'sececara', 'nikmat', 'alam', 'inap', 'sidji']",1
"['wifi', 'capai', 'unti', 'kamar', 'lobi', 'sarap', 'menu', 'apaapa']",1
"['kamar', 'bersih', 'layan', 'ramah', 'cepat', 'satpam', 'sigap', 'tv', 'kaburgak', 'wifi', 'cakup', 'kamar']",1
"['proses', 'check', 'in', 'check', 'out', 'cepat', 'kamar', 'ready', 'mmbuat', 'kecewa', 'jalanjalan', 'kamar', 'bersih', 'bersih', 'kali', 'hotel', 'kamar', 'bersih']",1
"['hotel', 'bersih', 'kolam', 'renang', 'bagus', 'roof', 'top', 'proses', 'check', 'in', 'cepat', 'jln', 'malioboro', 'resepsionis', 'ramah', 'check', 'out', 'bantu', 'telefon', 'taksi', 'kamar', 'pojok', 'lemari', 'simpan', 'pakai', 'kamar', 'mandi', 'kunci']",1
"['layan', 'muas', 'karyawan', 'hotel', 'friendly', 'sampai', 'informasi', 'recommended', 'inap', 'unjung', 'jogja', 'good', 'job', 'dafam', 'fortuna', 'jogja', 'tingkat', 'kerja']",1
"['overall', 'oke', 'check', 'in', 'kamar', 'tunggu']",1
"['the', 'sidji', 'hotel', 'hotel', 'baik', 'kelas', 'kota', 'kalong', 'ukur', 'kamar', 'lebar', 'menu', 'sarap', 'inovatif', 'delicius', 'lokasi', 'sarap', 'nyaman', 'viewnya']",1
"['nyaman', 'bersih', 'rapih', 'shower', 'toilet', 'sedia', 'air', 'hangat', 'lebih', 'ok']",1
"['nyaman', 'benerbener', 'bagus', 'hotel', 'tambah', 'kuat', 'sinyal', 'wifi', 'wifi', 'udah', 'gabermasalah', 'benerbener', 'kesini', 'pokok']",1
"['hotel', 'nyaman', 'libur', 'keluarga', 'kamar', 'luas', 'bersih', 'layan', 'oke', 'pilih', 'menu', 'sarap', 'layan', 'cepat', 'parkir', 'luas']",1
"['kamar', 'luas', 'bersih', 'minibarnya', 'gratis', 'staffnya', 'ramahramah', 'breakfastnya', 'variasi', 'hotel', 'wangi', 'lingkung', 'tenang', 'restoran', 'hotel', 'susah', 'cari', 'makan', 'pingin', 'nginap', 'alana', 'yogya']",1
"['kamar', 'luas', 'checkin', 'cepat', 'breakfast', 'enak', 'variatif', 'layan', 'bagus', 'jogja', 'alana']",1
"['hotel', 'bagus', 'kamar', 'nyaman', 'fasilitas', 'fungsi', 'staf', 'very', 'helpful', 'sayang', 'kualitas', 'makan', 'ratarata', 'kualitas', 'makan', 'tingkat', 'sempurna']",1
"['hotel', 'bagus', 'bersih', 'lokasi', 'strategiskatanya', 'tahun', 'bangun', 'bookingga', 'liat', 'dluternyata', 'pilih', 'breakfastuntungnya', 'bangun', 'siang', 'langsung', 'cekout', 'recommended']",1
"['fasilitas', 'mewah', 'layan', 'ramah', 'harga', 'jangkau', 'makan', 'enak', 'wisata']",1
"['kamar', 'luas', 'breakfastnya', 'agam', 'lumayan', 'kolam', 'renang', 'bersih', 'anakanak', 'sayang', 'air', 'dingin']",1
"['overall', 'layan', 'sigap', 'staff', 'design', 'ruang', 'cozy', 'modern', 'safety', 'and', 'privacy', 'banget', 'benah', 'upsize', 'swimming', 'pool', 'kamar', 'mandi', 'pakai', 'kunci', 'breakfast', 'asa', 'bumbu']",1
"['lokasi', 'strategis', 'mewah', 'amazing', 'layan', 'ramah', 'bersih', 'ok', 'makan', 'lumayan']",1
"['hotel', 'bagus', 'kamar', 'bagus', 'sayang', 'sarap', 'batas', 'orang', 'orang', 'ayah', 'anak', 'makan', 'suami', 'anak']",1
"['tempat', 'nyaman', 'yahenak', 'banget', 'kndala', 'kemarin', 'menginapair', 'panas', 'lambat', 'panas', 'klamaan', 'nunggu', 'mandi', 'air', 'hangat', 'laahh', 'sesuai', 'budget', 'jugahehheh']",1
"['cocok', 'escape', 'konsep', 'beda', 'masuk', 'lobby', 'suasana', 'cina', 'ana', 'banget', 'pas', 'restonya', 'harga', 'restoran', 'hotel', 'relatif', 'murah']",1
"['kamar', 'tidur', 'kamar', 'mandi', 'bersih', 'rapi', 'suasana', 'ruang', 'kamar', 'nyaman', 'istirahat', 'pilih', 'makan', 'minum', 'agam', 'enak']",1
"['sempurna', 'sekian', 'kali', 'inap', 'kualitas', 'layan', 'lebih', 'harga', 'bayar', 'next', 'trip', 'pas', 'jogja', 'kesini']",1
"['staff', 'ramah', 'banget', 'hotel', 'bersih', 'kolam', 'renang', 'bersih', 'makan', 'enak', 'variasi', 'banget', 'thank', 'you', 'travello', 'kapankapan', 'kesini']",1
"['senang', 'repeater', 'guest', 'fairfield', 'tingkat', 'layan', 'upaya', 'hotel', 'recommended', 'milik', 'urus', 'surabaya', 'letak', 'strategis', 'tol', 'kuliner', 'khas', 'selera', 'pusat', 'perbelanjaantempat', 'cozy', 'rehat', 'tenang', 'officer', 'front', 'office', 'food', 'and', 'beverage', 'gym', 'humble']",1
"['service', 'layan', 'fasilitas', 'menu', 'sarap', 'perfect', 'kesan', 'selesai', 'sarap', 'langsung', 'tawar', 'lokasi', 'smoking', 'area', 'mes', 'kopi', 'nyantai', 'pinggir', 'kolam', 'good', 'job']",1
"['hotel', 'nyaman', 'bersih', 'staf', 'ramah', 'lokasi', 'strategis', 'kamar', 'muas', 'makan', 'variasi']",1
"['inap', 'bersihmakanan', 'enak', 'layan', 'ramah', 'terima', 'kasih', 'traveloka', 'cocok', 'libur', 'keluaega', 'tempat', 'deket', 'wisata']",1
"['kamar', 'bersih', 'luas', 'breakfastnya', 'enak', 'variatif', 'pintu', 'masuk', 'secure', 'parkingnya', 'tanjak', 'antri', 'lobby', 'rawan', 'lorot', 'mobil']",1
"['layan', 'bagus', 'area', 'parkir', 'luas', 'menu', 'makan', 'cocok', 'udara', 'segar', 'polusi', 'kendara', 'jalan', 'raya']",1
"['sarap', 'menu', 'team', 'alana', 'diresto', 'kes', 'ramah', 'langgan', 'complain', 'tingkat', 'customer', 'pindah', 'tempat']",1
"['nginep', 'malem', 'hotel', 'dapet', 'welcome', 'drink', 'beda', 'hari', 'kolam', 'renang', 'atas', 'enak', 'nongkronh', 'gabut', 'hmm', 'enak', 'letak', 'hotel', 'dalem', 'malioboro', 'ac', 'dingin', 'nyaman']",1
"['nyaman', 'senang', 'resepsionis', 'cepat', 'tanggap', 'layan', 'ok', 'inap', 'keluarga', 'ac', 'dingin', 'breakfast', 'menu', 'ok']",1
"['hotel', 'kemanamana', 'hotel', 'makan', 'murah', 'enak', 'kamar', 'muas']",1
"['kali', 'inap', 'hotel', 'bagus', 'harga', 'pas', 'kantong', 'staff', 'layan', 'overall', 'is', 'good', 'thank', 'you']",1
"['over', 'all', 'ok', 'bersih', 'mukena', 'perhati', 'ibadah', 'lokasi', 'strategi', 'recomended']",1
"['hotel', 'keren', 'cocok', 'acara', 'keluarga', 'bersih', 'kamar', 'toilet', 'jaga', 'bersih', 'servicenya', 'bagus', 'lokasi', 'kemanamana', 'menu', 'makan', 'pilih', 'so', 'inap', 'sana', 'bagus', 'muas', 'rekomendasi', 'stay', 'travello', 'hotel', 'bandung']",1
"['kamar', 'hotel', 'nyaman', 'bersih', 'resepsionistnya', 'ramahgk', 'senyum', 'sarap', 'kecewa']",1
"['layan', 'kamar', 'bagusklu', 'usul', 'ruang', 'tunggu', 'lobi', 'besar', 'thanks']",1
"['bed', 'kasi', 'double', 'bedrecepsionis', 'musti', 'tingkat', 'layan', 'nyalebih', 'murah', 'senyum', 'ramah']",1
"['hotel', 'senang', 'romantis', 'nyaman', 'layan', 'karyawan', 'muas', 'kolam', 'renang', 'tarik', 'breakfast']",1
"['super', 'senang', 'kamar', 'bersih', 'luas', 'ac', 'dingin', 'makan', 'enak', 'poolnya', 'bersih', 'view', 'oke', 'perfecto', 'sistem', 'parkir', 'manual', 'bolak', 'stempel']",1
"['milik', 'malam', 'bnb', 'hotel', 'pelihara', 'ruang', 'tingkat', 'menu', 'sarap', 'tingkat', 'milik', 'selera']",1
"['nyaman', 'kamar', 'luas', 'makan', 'enak', 'makan', 'luas', 'banding', 'kamar', 'limpah', 'nyaman', 'anakanak', 'bersih', 'lokasi', 'mudah', 'jangkau', 'wisatawan', 'transportasi', 'online']",1
"['kamar', 'bagus', 'banget', 'puas', 'inap', 'sayang', 'malam', 'next', 'time', 'surabaya', 'inap']",1
"['fasilitas', 'lengkap', 'layan', 'cepat', 'suka', 'kolam', 'renang', 'lapang', 'rumput', 'sintetis', 'main', 'anakanak', 'kamar', 'mandi', 'bersih', 'sayang', 'sandal', 'kamar', 'kasih', 'view', 'kamar', 'bagus', 'qta', 'lantai', 'pandang', 'kota', 'surabaya', 'tinggi', 'breakfast', 'menu', 'agam', 'enak', 'mie', 'ayam', 'top', 'deh', 'recomanded', 'kali', 'inap']",1
"['bagus', 'baik', 'cepat', 'wifi', 'dekat', 'lift', 'koneksi', 'cepat']",1
"['pergi', 'jalan', 'bisnis', 'pasang', 'ruang', 'nyaman', 'bersih', 'lokasi', 'itc', 'cempaka', 'mas']",1
"['alam', 'inap', 'same', 'hotel', 'muas', 'harga', 'sesuai', 'harap', 'makan', 'muas', 'harga', 'padan', 'menu', 'breakfast', 'lumayan', 'mohon', 'tahan', 'tingkat', 'layan', 'terimakasih', 'same', 'hotel']",1
"['kondisi', 'fisik', 'hotel', 'layan', 'staf', 'resepsionis', 'satpam', 'bagus', 'staf', 'area', 'lobby', 'resto', 'minim']",1
"['checkin', 'sambut', 'senyum', 'makan', 'enak', 'bagus', 'kecuali', 'kamar', 'nyamuk', 'sabun', 'mandi', 'sedia', 'sabun', 'cair', 'layak', 'pakai', 'parkir', 'mobil', 'sempit', 'titip', 'kunci', 'security']",1
"['checkin', 'siang', 'resepsionis', 'ramah', 'bantu', 'ruang', 'anggar']",1
"['lokasi', 'deket', 'stasiun', 'sarap', 'enak', 'bersih', 'staf', 'ramah', 'kurang', 'sen', 'deluxe', 'double', 'bed', 'dapetnya', 'twin', 'bed', 'jadi', 'resepsionis', 'tetep', 'double', 'bed']",1
"['hotel', 'travello', 'bersih', 'letak', 'setiabudi', 'kamar', 'bersih', 'rapi', 'breakfast', 'lumayan', 'menu', 'layan', 'ramah', 'bawa', 'keluarga']",1
"['check', 'in', 'cepat', 'rubah', 'single', 'bed', 'twin', 'bed', 'lansung', 'proses', 'staf', 'cekat', 'kamar', 'view', 'kota', 'tv', 'channel', 'amenities', 'lengkap', 'menu', 'sahur', 'lengkap', 'menu', 'breakfast', 'it', 'will', 'be', 'perfect', 'nginap', 'hotel', 'lg', 'surabaya']",1
"['proses', 'check', 'in', 'alas', 'kamar', 'bersih', 'lebih', 'hotel', 'nyaman', 'bersih']",1
"['staf', 'ramah', 'kamar', 'luas', 'layan', 'muas', 'sayang', 'wifi', 'lancar', 'lebih', 'muas']",1
"['sandal', 'sedia', 'set', 'kamar', 'terima', 'set', 'ruang']",1
"['lokasi', 'bagus', 'deket', 'alunalun', 'mall', 'kalong', 'service', 'bagus', 'harap', 'perhati', 'makan', 'saji', 'tamu', 'harap', 'cek', 'layak', 'tidak', 'makan']",1
"['senang', 'ukur', 'executive', 'club', 'ukur', 'kamar', 'tp', 'fasilitas', 'oke', 'hotel', 'bagus', 'parkir', 'vallet', 'bersih', 'nyaman', 'sarap', 'oke', 'over', 'all', 'oke']",1
"['harga', 'jangkau', 'desain', 'modern', 'unik', 'kamar', 'sempit', 'inap', 'anak', 'kamar', 'mandi', 'gelap', 'shower', 'breakfast', 'standar', 'habis', 'nunggu', 'masak', 'sedia', 'baby', 'chair', 'sulit', 'sarap', 'bawa', 'batita', 'staffnya', 'ramah', 'so', 'far', 'banding', 'harga', 'bayar']",1
"['hotel', 'bintang', 'suka', 'hotel', 'inap', 'hotel', 'travello', 'libur', 'bandung']",1
"['suka', 'design', 'lobby', 'kamar', 'pegawai', 'ramah', 'ramah', 'neny', 'ramah', 'batu', 'check', 'in', 'breakfast']",1
"['lokasi', 'strategis', 'kamar', 'bersih', 'nyaman', 'dekorasi', 'ruang', 'manis', 'sarap', 'pagi', 'enak', 'shower', 'kencang', 'air', 'menu', 'sarap', 'pagi', 'variasi']",1
"['hotel', 'bagus', 'bersih', 'layan', 'muas', 'kamar', 'sesuai', 'minta', 'overall', 'nyaman', 'nginep', 'minggu']",1
"['lokasi', 'strategis', 'alun', 'masjid', 'cari', 'makan', 'gampang', 'resepsionis', 'ramah', 'cekat', 'inap', 'kamar', 'fasilitas', 'bagus', 'overall', 'bagus', 'recommended']",1
"['kamar', 'minimal', 'bersih', 'layan', 'ramah', 'breakfast', 'variatif', 'lengkap', 'parkir', 'luas', 'alunalun', 'kuliner', 'tradisional', 'belanja']",1
